,Location,Latitude,Longitude,Titles
204,Washington,38.8950368,-77.0365427,The Age of Innocence
205,Botzen,47.5794726,8.6136303,The Age of Innocence
206,Interlaken,46.6855231,7.8585139,The Age of Innocence
207,Grindelwald,46.6242733,8.0367462,The Age of Innocence
208,Etretat,49.7074621,0.2031905,The Age of Innocence
209,Mayfair,51.5110872,-0.147058,The Age of Innocence
210,South Kensington,51.4955817,-0.1831368,The Age of Innocence
211,Yorkshire,53.9825271,-1.38525,The Age of Innocence
212,Harrow,51.5968272,-0.3373046,The Age of Innocence
213,Switzerland,46.7985624,8.2319736,The Age of Innocence
214,Oxford,51.7520131,-1.2578499,The Age of Innocence
215,Bucharest,44.4361414,26.1027202,The Age of Innocence
216,Maine,45.709097,-68.8590201,The Age of Innocence
217,Portsmouth,50.800031,-1.0906023,The Age of Innocence
218,Tuscany,43.4586541,11.1389204,The Age of Innocence
219,Goat Island,37.8111953,-122.3670877,The Age of Innocence
220,Conanicut,41.5111639,-71.3752476,The Age of Innocence
221,Boston,42.3554334,-71.060511,The Age of Innocence
222,Yucatan,20.6845957,-88.8755669,The Age of Innocence
223,Sillerton - Pennilow - Dagonet,,,The Age of Innocence
224,Paradise Rocks,-31.7816714,150.8344505,The Age of Innocence
225,Nastasia,-34.9326392,-58.9516326,The Age of Innocence
226,Baden,48.0076713,16.2343693,The Age of Innocence
227,Point Arley,,,The Age of Innocence
228,North Carolina,35.6729639,-79.0392919,The Age of Innocence
229,Jersey City,40.7215682,-74.047455,The Age of Innocence
230,Pennsylvania,40.9699889,-77.7278831,The Age of Innocence
231,Boulogne,46.7947224,-1.3210389,The Age of Innocence
232,Pisa,43.4714722,10.6797912,The Age of Innocence
233,Monte Carlo,43.7402961,7.426559,The Age of Innocence
234,Olenski,-21.7637676,-48.8321459,The Age of Innocence
235,Letterblair,,,The Age of Innocence
236,Heaven,51.507865,-0.1245597,The Age of Innocence
237,Russia--,64.6863136,97.7453061,The Age of Innocence
238,Calais,50.9524769,1.8538446,The Age of Innocence
239,Athens,33.9597677,-83.376398,The Age of Innocence
240,Smyrna,38.23166,27.02997,The Age of Innocence
241,Constantinople,41.006381,28.9758715,The Age of Innocence
242,Naples,40.8358846,14.2487679,The Age of Innocence
243,India,22.3511148,78.6677428,The Age of Innocence
244,Japan,36.5748441,139.2394179,The Age of Innocence
245,Eastlake,41.6490337,-81.4378991,The Age of Innocence
246,Chicago,41.8755616,-87.6244212,The Age of Innocence
247,Mauretania,20.2540382,-9.2399263,The Age of Innocence
248,Marseilles,41.3308666,-88.7081293,The Age of Innocence
249,France,46.603354,1.8883335,The Age of Innocence
250,Mont Blanc,45.8327056,6.8651706,The Age of Innocence
251,Rheims,42.4009049,-77.2538665,The Age of Innocence
252,Chartres,48.4438601,1.4881434,The Age of Innocence
253,Buenos Ayres,-34.6095579,-58.3887904,The Age of Innocence
254,Versailles,48.8035403,2.1266886,The Age of Innocence
255,Jove,43.6851765,-7.5115144,The Age of Innocence
256,Mansart,49.6134629,0.7495045,The Age of Innocence
257,Algiers,36.7729333,3.0588445,The Children
258,America,39.7837304,-100.445882,The Children
259,Boston,42.3554334,-71.060511,The Children
260,Geneva,46.2017559,6.1466014,The Children
261,Canterbury,51.2800275,1.0802533,The Children
262,Devonshire,50.7241405,-3.6607788,The Children
263,Chatsworth,34.2572499,-118.6017022,The Children
264,Venice,45.4371908,12.3345898,The Children
265,Australia,-24.7761086,134.755,The Children
266,Egypt,26.2540493,29.2675469,The Children
267,New York,40.7127281,-74.0060152,The Children
268,Harvard,42.3657432,-71.1222139,The Children
269,Biskra,34.8508816,5.729074,The Children
270,Italy,42.6384261,12.674297,The Children
271,Monreale,38.0826321,13.2919931,The Children
272,Palermo,38.1112268,13.3524434,The Children
273,Sicily,37.587794,14.155048,The Children
274,Europe,51.0,10.0,The Children
275,Rumania,45.9852129,24.6859225,The Children
276,Brazil,-10.3333333,-53.2,The Children
277,Biarritz,43.4711438,-1.5527266,The Children
278,CÃ¦sar,47.672289,-77.2367872,The Children
279,Riviera,27.2987386,-97.8143004,The Children
280,Cortina,43.3297542,-5.7970774,The Children
281,Deauville,49.3595018,0.0746638,The Children
282,Chipstone,35.345104,-80.747683,The Children
283,Groton,41.3454024,-72.0462196,The Children
284,Leysin,46.3438701,7.0148403,The Children
285,Cowes,50.7633176,-1.2985186,The Children
286,England,52.5310214,-1.2649062,The Children
287,Paris,48.8534951,2.3483915,The Children
288,San Giorgio,45.686088,11.0852567,The Children
289,Fusina,45.4190765,12.257771,The Children
290,Palaces,41.5067472,44.4995122,The Children
291,Switzerland,46.7985624,8.2319736,The Children
292,Cliffeâ€™s,,,The Children
293,Zinnia,39.22731,-80.6037095,The Children
294,Corfu,39.591337,19.8596189,The Children
295,Athens,33.9597677,-83.376398,The Children
296,Scopys,0.2150439,32.5476619,The Children
297,Mendip,51.1943905,-2.5419221,The Children
298,York,53.9656579,-1.0743052,The Children
299,Padua,45.4077172,11.8734455,The Children
300,Buondelmonte,43.7105772,11.2146406,The Children
301,Rome,41.8933203,12.4829321,The Children
302,Trieste,45.6496485,13.7772781,The Children
303,Morocco,28.3347722,-10.3713379,The Children
304,South Africa,-28.8166236,24.991639,The Children
305,Cliffe,51.4623809,0.5006686,The Children
306,Ormerod,53.794089,-2.2332877,The Children
307,California,36.7014631,-118.755997,The Children
308,Hollywood,34.0980031,-118.329523,The Children
309,Mafeking,-25.863611,25.658611,The Children
310,London,51.5074456,-0.1277653,The Children
311,Browning,40.1289355,-90.3720685,The Children
312,Misurina,46.5785263,12.252033,The Children
313,Westway,31.9591108,-106.575002,The Children
314,Toblach,46.735425,12.2242801,The Children
315,Botzen,47.5794726,8.6136303,The Children
316,Constantinople,41.006381,28.9758715,The Children
317,Texas,31.2638905,-98.5456116,The Children
318,Lohengrin,52.4975713,13.32302,The Children
319,Lancashire,53.8611712,-2.5650945,The Children
320,the United States,47.8291375,-122.5970742,The Children
321,Riva,45.8847708,10.8396942,The Children
322,Meran,46.6713536,11.1646348,The Children
323,Lyon,45.7578137,4.8320114,The Children
324,Verona,45.4424977,10.9857377,The Children
325,Incunabula,,,The Children
326,Dinard,48.6320379,-2.0580178,The Children
327,Versailles,48.8035403,2.1266886,The Children
328,Rio,-22.9110137,-43.2093727,The Children
329,Liverpool,53.4071991,-2.99168,The Children
330,Bordeaux,44.841225,-0.5800364,The Children
331,Cibour,,,The Children
332,Hendaye,43.3641518,-1.7616499,The Children
333,Chamonix,45.9246705,6.8727506,The Children
334,Apex City,-26.2141266,28.3302017,The Custom of the Country
335,New York,40.7127281,-74.0060152,The Custom of the Country
336,Apex,35.7325352,-78.8505516,The Custom of the Country
337,Atalanta,-27.421916,-49.778863,The Custom of the Country
338,England,52.5310214,-1.2649062,The Custom of the Country
339,York,53.9656579,-1.0743052,The Custom of the Country
340,Cracow,50.0469432,19.9971534,The Custom of the Country
341,Georgia,32.3293809,-83.1137366,The Custom of the Country
342,Nebraska,41.7370229,-99.5873816,The Custom of the Country
343,Berlin,52.5173885,13.3951309,The Custom of the Country
344,Cavaleeria,,,The Custom of the Country
345,Europe,51.0,10.0,The Custom of the Country
346,California,36.7014631,-118.755997,The Custom of the Country
347,Buffalo,42.8867166,-78.8783922,The Custom of the Country
348,Indiana,40.3270127,-86.1746933,The Custom of the Country
349,Richmond,37.5385087,-77.43428,The Custom of the Country
350,Virginia,37.1232245,-78.4927721,The Custom of the Country
351,Washington,38.8950368,-77.0365427,The Custom of the Country
352,Boston,42.3554334,-71.060511,The Custom of the Country
353,Deposit,42.0600834,-75.4276769,The Custom of the Country
354,Skog Harbour,53.982897,-1.4585353,The Custom of the Country
355,Maine,45.709097,-68.8590201,The Custom of the Country
356,Bostonian,42.3609657,-71.0559416,The Custom of the Country
357,Washington Square,39.9470379,-75.1523257,The Custom of the Country
358,Harvard,42.3657432,-71.1222139,The Custom of the Country
359,Oxford,51.7520131,-1.2578499,The Custom of the Country
360,Columbia,4.099917,-72.9088133,The Custom of the Country
361,Spain,39.3260685,-4.8379791,The Custom of the Country
362,UNdoolay,,,The Custom of the Country
363,Andromeda,50.798916,14.108527,The Custom of the Country
364,Wales,52.2928116,-3.73893,The Custom of the Country
365,Alaska,64.4459613,-149.680909,The Custom of the Country
366,Eubaw,,,The Custom of the Country
367,Lohengrin,52.4975713,13.32302,The Custom of the Country
368,Kindergarten,52.224822,11.0189729,The Custom of the Country
369,Siena,43.167206,11.467561,The Custom of the Country
370,Naples,40.8358846,14.2487679,The Custom of the Country
371,Switzerland,46.7985624,8.2319736,The Custom of the Country
372,Lecceto,43.1953112,11.6598451,The Custom of the Country
373,Rome,41.8933203,12.4829321,The Custom of the Country
374,Italy,42.6384261,12.674297,The Custom of the Country
375,St. Moritz,46.4978958,9.8392428,The Custom of the Country
376,Jove,43.6851765,-7.5115144,The Custom of the Country
377,Prometheus,40.7587051,-73.9785783,The Custom of the Country
378,Paris,48.8534951,2.3483915,The Custom of the Country
379,America,39.7837304,-100.445882,The Custom of the Country
380,August,37.979919,-121.2621572,The Custom of the Country
381,New York--,40.7127281,-74.0060152,The Custom of the Country
382,Greenock,55.9473423,-4.7564721,The Custom of the Country
383,London,51.5074456,-0.1277653,The Custom of the Country
384,Plymouth,50.3714122,-4.1424451,The Custom of the Country
385,Enghien,50.6957066,4.0411928,The Custom of the Country
386,Chantilly,49.1931736,2.4636686,The Custom of the Country
387,Parisian,39.3033851,-84.5189385,The Custom of the Country
388,Apex!--could,,,The Custom of the Country
389,Morningside,-26.0780556,28.0644444,The Custom of the Country
390,Ararat,39.7019346,44.2983964,The Custom of the Country
391,Tuxedo,41.1934278,-74.1843129,The Custom of the Country
392,Newport,41.4899827,-71.3137707,The Custom of the Country
393,France,46.603354,1.8883335,The Custom of the Country
394,Burgundy,47.2780873,4.2224863,The Custom of the Country
395,Faubourg,46.9211928,5.2923911,The Custom of the Country
396,Potash Springs,33.2870617,-85.3135587,The Custom of the Country
397,Aix,50.4912838,3.2907097,The Custom of the Country
398,Italy--,42.6384261,12.674297,The Custom of the Country
399,Venice,45.4371908,12.3345898,The Custom of the Country
400,Trouville,49.3679823,0.0809113,The Custom of the Country
401,Normandy,49.0677708,0.3138532,The Custom of the Country
402,Scotland,56.7861112,-4.1140518,The Custom of the Country
403,Norway--,61.1529386,8.7876653,The Custom of the Country
404,Chelles,49.3549458,3.0344372,The Custom of the Country
405,the Bronx,40.8466508,-73.8785937,The Custom of the Country
406,Long Island,40.8514971,-73.0994297,The Custom of the Country
407,New Yorkers,40.522796,-3.8941408,The Custom of the Country
408,Chicago,41.8755616,-87.6244212,The Custom of the Country
409,Omaha,41.2587459,-95.9383758,The Custom of the Country
410,Dakota,44.666655,-93.044911,The Custom of the Country
411,the United States,47.8291375,-122.5970742,The Custom of the Country
412,Sioux Falls,43.5476008,-96.7293629,The Custom of the Country
413,Reno,50.4677626,7.351989,The Custom of the Country
414,Egypt,26.2540493,29.2675469,The Custom of the Country
415,Denver,39.7392364,-104.984862,The Custom of the Country
416,Little Rock,34.7465071,-92.2896267,The Custom of the Country
417,Cherbourg,49.5127198,-1.5755441,The Custom of the Country
418,Lucerne,47.0505452,8.3054682,The Custom of the Country
419,Monte - Carlo,43.7402961,7.426559,The Custom of the Country
420,Nice,43.7009358,7.2683912,The Custom of the Country
421,Cimiez,43.7148135,7.2724875,The Custom of the Country
422,Beaulieu,47.7277699,4.7269377,The Custom of the Country
423,March,49.3597062,17.3094202,The Custom of the Country
424,Esquire,51.0785281,-114.1497323,The Custom of the Country
425,NEW,51.1785153,6.4416347,The Custom of the Country
426,San Francisco,37.7792588,-122.4193286,The Custom of the Country
427,Opake,-37.7707523,177.7466775,The Custom of the Country
428,Bedlam,54.0489933,-1.5925865,The Custom of the Country
429,Montmartre,48.8854619,2.3391535,The Custom of the Country
430,Saint Desert,46.7540227,4.7109194,The Custom of the Country
431,Deauville,49.3595018,0.0746638,The Custom of the Country
432,Pau,43.2957547,-0.3685668,The Custom of the Country
433,Arlington,32.7355816,-97.1071186,The Custom of the Country
434,Beaune,47.0239064,4.8380426,The Custom of the Country
435,Dijon,47.3215806,5.0414701,The Custom of the Country
436,Asia Minor,39.0,32.0,The Custom of the Country
437,Congress,34.162526,-112.850737,The Custom of the Country
438,Compiegne,49.4179497,2.8263171,The Custom of the Country
439,Florence,43.7697955,11.2556404,The Custom of the Country
440,Hanaford,37.9571937,-88.8405465,The Fruit of the Tree
441,Westmore,44.7711201,-72.0548723,The Fruit of the Tree
442,New York,40.7127281,-74.0060152,The Fruit of the Tree
443,Long Island,40.8514971,-73.0994297,The Fruit of the Tree
444,Paris,48.8534951,2.3483915,The Fruit of the Tree
445,Moosuc,,,The Fruit of the Tree
446,Hopewood,-27.4748188,152.9958769,The Fruit of the Tree
447,Naples,40.8358846,14.2487679,The Fruit of the Tree
448,Vienna,48.2083537,16.3725042,The Fruit of the Tree
449,Albany,41.000028,19.9999619,The Fruit of the Tree
450,Europe,51.0,10.0,The Fruit of the Tree
451,America,39.7837304,-100.445882,The Fruit of the Tree
452,Warsaw,52.2333742,21.0711489,The Fruit of the Tree
453,England,52.5310214,-1.2649062,The Fruit of the Tree
454,Clifton,40.8584328,-74.1637553,The Fruit of the Tree
455,Lynbrook,40.6548253,-73.6717969,The Fruit of the Tree
456,Rushton,53.1725578,-2.6235762,The Fruit of the Tree
457,Maplewood,45.0082216,-93.0456985,The Fruit of the Tree
458,Capua,41.1079984,14.2097176,The Fruit of the Tree
459,Chicago,41.8755616,-87.6244212,The Fruit of the Tree
460,Carbury,53.3558412,-6.9627118,The Fruit of the Tree
461,Amherst,42.3731948,-72.5198761,The Fruit of the Tree
462,Newport,41.4899827,-71.3137707,The Fruit of the Tree
463,Islip,40.7300685,-73.2107266,The Fruit of the Tree
464,Mapleside,43.0024792,-95.6238975,The Fruit of the Tree
465,Egypt,26.2540493,29.2675469,The Fruit of the Tree
466,Boston,42.3554334,-71.060511,The Fruit of the Tree
467,Baltimore,39.2908816,-76.610759,The Fruit of the Tree
468,Philadelphia,39.9527237,-75.1635262,The Fruit of the Tree
469,New Jersey,40.0757384,-74.4041622,The Fruit of the Tree
470,Georgia,32.3293809,-83.1137366,The Fruit of the Tree
471,Millfield,39.4328491,-82.0968114,The Fruit of the Tree
472,London,51.5074456,-0.1277653,The Fruit of the Tree
473,Bermuda,32.3040273,-64.7563086,The Fruit of the Tree
474,Wady Halfa,21.7960994,31.3718673,The Fruit of the Tree
475,Algiers,36.7729333,3.0588445,The Fruit of the Tree
476,Corrientes,-29.0177384,-57.8869739,The Fruit of the Tree
477,Alexandria,44.8349534,8.7450304,The Fruit of the Tree
478,Brindisi,40.6358599,17.6884975,The Fruit of the Tree
479,Cherbourg,49.5127198,-1.5755441,The Fruit of the Tree
480,Buenos Ayres,-34.6095579,-58.3887904,The Fruit of the Tree
481,Bessy,48.545588,4.0253964,The Fruit of the Tree
482,Louis,0.4105973,9.4328279,The Fruit of the Tree
483,Germany,51.1638175,10.4478313,The Fruit of the Tree
484,Cicely,42.3516215,-3.6628962,The Fruit of the Tree
485,Mount Desert,44.2937483,-68.2890678,The Fruit of the Tree
486,September,-33.9066532,18.8504173,The Fruit of the Tree
487,Canada,61.0666922,-107.991707,The Fruit of the Tree
488,avowal,,,The Fruit of the Tree
489,Tuxedo,41.1934278,-74.1843129,The Fruit of the Tree
490,Lakewood,39.7085736,-105.0846694,The Fruit of the Tree
491,Quebec,52.4760892,-71.8258668,The Fruit of the Tree
492,Montreal,45.5031824,-73.5698065,The Fruit of the Tree
493,Saranac,44.651559,-73.743668,The Fruit of the Tree
494,Hanaford----,37.9571937,-88.8405465,The Fruit of the Tree
495,Michigan,43.6211955,-84.6824346,The Fruit of the Tree
496,Chicago,41.8755616,-87.6244212,The Glimpses of the Moon
497,Versailles,48.8035403,2.1266886,The Glimpses of the Moon
498,Monte Carlo,43.7402961,7.426559,The Glimpses of the Moon
499,Paris,48.8588897,2.320041,The Glimpses of the Moon
500,Como,45.9394759,9.1494101,The Glimpses of the Moon
501,Newport,41.4899827,-71.3137707,The Glimpses of the Moon
502,California,36.7014631,-118.755997,The Glimpses of the Moon
503,Canada,61.0666922,-107.991707,The Glimpses of the Moon
504,Florida,27.7567667,-81.4639835,The Glimpses of the Moon
505,New York,40.7127281,-74.0060152,The Glimpses of the Moon
506,New Hampshire,43.4849133,-71.6553992,The Glimpses of the Moon
507,India,22.3511148,78.6677428,The Glimpses of the Moon
508,Venice,45.4371908,12.3345898,The Glimpses of the Moon
509,Milan,45.4641943,9.1896346,The Glimpses of the Moon
510,Rome,41.8933203,12.4829321,The Glimpses of the Moon
511,Bucharest,44.4361414,26.1027202,The Glimpses of the Moon
512,Europe,51.0,10.0,The Glimpses of the Moon
513,Philadelphia,39.9527237,-75.1635262,The Glimpses of the Moon
514,Altringham,51.4635461,-2.5486784,The Glimpses of the Moon
