,Location,Latitude,Longitude,Titles
55,Barham,51.2044715,1.1569061,A Connecticut Yankee
56,Kent,51.2070749,0.7210362,A Connecticut Yankee
57,Salisbury,51.0690613,-1.7954134,A Connecticut Yankee
58,Almesbury,43.0667666,-88.1797639,A Connecticut Yankee
59,Cadiz--,10.956652,123.3057034,A Connecticut Yankee
60,Cadiz,10.956652,123.3057034,A Connecticut Yankee
61,Merlin's,43.1116005,12.3891051,A Connecticut Yankee
62,Shoshone,47.305486,-115.9583164,A Horse Tale
63,Cheyenne,41.139981,-104.820246,A Horse Tale
64,American,39.7837304,-100.445882,A Horse Tale
65,Kentucky,37.5726028,-85.1551411,A Horse Tale
66,Fort Paxton,40.3445976,-76.9098544,A Horse Tale
67,Seventh Cavalry,44.1293733,-103.3777126,A Horse Tale
68,France,46.603354,1.8883335,A Horse Tale
69,America,39.7837304,-100.445882,A Horse Tale
70,Spain,39.3260685,-4.8379791,A Horse Tale
71,ROUEN,49.4404591,1.0939658,A Horse Tale
72,California,36.7014631,-118.755997,A Horse Tale
73,San Bernardino,34.8253019,-116.0833144,A Horse Tale
74,Jerusalem,31.7788472,35.2257856,A Horse Tale
75,Australia,-24.7761086,134.755,A Horse Tale
76,Virginia,37.1232245,-78.4927721,A Horse Tale
77,Cuba,23.0131338,-80.8328748,A Horse Tale
78,Arizona,34.395342,-111.763275,A Horse Tale
79,Philadelphia,39.9527237,-75.1635262,A Horse Tale
80,Clayton,33.5204959,-84.3591713,A Horse Tale
81,Andalusian,26.6272856,-80.2062536,A Horse Tale
82,Oregonian,45.4858348,-122.7571016,A Horse Tale
83,Sancho,39.9553192,-0.932704,A Horse Tale
84,Ceylon,43.5335672,-94.6316462,A Horse Tale
85,Missouri,38.7604815,-92.5617875,A Horse Tale
86,Georgia,32.3293809,-83.1137366,A Horse Tale
87,West Point,41.3558443,-74.0078312,A Horse Tale
88,DOMREMY,52.7882162,-105.7300871,Personal Recollections of Joan of Arc
89,Paris,48.8534951,2.3483915,Personal Recollections of Joan of Arc
90,France,46.603354,1.8883335,Personal Recollections of Joan of Arc
91,COURT,47.2398992,7.337079,Personal Recollections of Joan of Arc
92,CAMP,32.9723128,-94.9852858,Personal Recollections of Joan of Arc
93,His Glory,50.7933101,-1.076196,Personal Recollections of Joan of Arc
94,Smash,48.8712631,2.3074957,Personal Recollections of Joan of Arc
95,Nobility,33.3759672,-96.3664317,Personal Recollections of Joan of Arc
96,CHABANNES,45.1314264,1.5101856,Personal Recollections of Joan of Arc
97,Lorraine,38.5688999,-98.3171492,Personal Recollections of Joan of Arc
98,F.S.A.,,,Personal Recollections of Joan of Arc
99,Christendom,52.2596702,-7.0985056,Personal Recollections of Joan of Arc
100,Rome,41.8933203,12.4829321,Personal Recollections of Joan of Arc
101,Europe,51.0,10.0,Personal Recollections of Joan of Arc
102,England,52.5310214,-1.2649062,Personal Recollections of Joan of Arc
103,Neufchateau,48.3553014,5.6948571,Personal Recollections of Joan of Arc
104,Agincourt,48.7323472,6.236384,Personal Recollections of Joan of Arc
105,Vaucouleurs,48.6017525,5.6656143,Personal Recollections of Joan of Arc
106,Bourlemont,48.3914247,5.6619616,Personal Recollections of Joan of Arc
107,Troyes,48.2971626,4.0746257,Personal Recollections of Joan of Arc
108,Burgundy,47.2780873,4.2224863,Personal Recollections of Joan of Arc
109,Maxey,52.6596009,-0.3344452,Personal Recollections of Joan of Arc
110,London,51.5074456,-0.1277653,Personal Recollections of Joan of Arc
111,Orleans,47.9027336,1.9086066,Personal Recollections of Joan of Arc
112,Saintrailles,,,Personal Recollections of Joan of Arc
113,Scotland,56.7861112,-4.1140518,Personal Recollections of Joan of Arc
114,Burey,48.9842498,0.9490506,Personal Recollections of Joan of Arc
115,Heaven,51.507865,-0.1245597,Personal Recollections of Joan of Arc
116,Toul,48.6762624,5.8941759,Personal Recollections of Joan of Arc
117,Haumette,,,Personal Recollections of Joan of Arc
118,Satan,49.1631527,20.0528304,Personal Recollections of Joan of Arc
119,Gien,47.6918575,2.6313889,Personal Recollections of Joan of Arc
120,Fierbois,47.1617736,-0.2534789,Personal Recollections of Joan of Arc
121,Chinon,47.1667182,0.2402095,Personal Recollections of Joan of Arc
122,Rheims,42.4009049,-77.2538665,Personal Recollections of Joan of Arc
123,Sicily,37.587794,14.155048,Personal Recollections of Joan of Arc
124,Courdray,50.9819795,11.3221885,Personal Recollections of Joan of Arc
125,Vendome,47.7934453,1.0662256,Personal Recollections of Joan of Arc
126,Courdray Castle,,,Personal Recollections of Joan of Arc
127,Beaulieu,47.7277699,4.7269377,Personal Recollections of Joan of Arc
128,Alencon,48.4312059,0.0911374,Personal Recollections of Joan of Arc
129,Poitiers,46.5802596,0.340196,Personal Recollections of Joan of Arc
130,Limoges,45.8354243,1.2644847,Personal Recollections of Joan of Arc
131,La Hire,46.8981468,1.0750736,Personal Recollections of Joan of Arc
132,Blois,47.5876861,1.3337639,Personal Recollections of Joan of Arc
133,Tours,47.3900474,0.6889268,Personal Recollections of Joan of Arc
134,Dâ€™Aulon,42.8510852,0.2965416,Personal Recollections of Joan of Arc
135,Olivet,47.8650984,1.9015752,Personal Recollections of Joan of Arc
136,Checy,47.9019,2.02135,Personal Recollections of Joan of Arc
137,Talbot,32.6984691,-84.505404,Personal Recollections of Joan of Arc
138,St. Louis,38.6280278,-90.1910154,Personal Recollections of Joan of Arc
139,St. Loup,48.7378389,3.8121217,Personal Recollections of Joan of Arc
140,Bedford,40.0271453,-78.5237447,Personal Recollections of Joan of Arc
141,Suffolk,52.2410014,1.0465716,Personal Recollections of Joan of Arc
142,Rouen,49.4404591,1.0939658,Personal Recollections of Joan of Arc
143,Paradise,36.0724299,-115.1474759,Personal Recollections of Joan of Arc
144,February,36.333438,-82.4995913,Personal Recollections of Joan of Arc
145,St. Aignan,-10.6641058,152.7340822,Personal Recollections of Joan of Arc
146,St. Prive,46.7062706,4.5800285,Personal Recollections of Joan of Arc
147,Tourelles,47.8948607,1.9036424,Personal Recollections of Joan of Arc
148,Loches,47.1281692,0.9979549,Personal Recollections of Joan of Arc
149,Selles,50.7005392,1.8964644,Personal Recollections of Joan of Arc
150,Berry,33.6598332,-87.6000098,Personal Recollections of Joan of Arc
151,Romorantin,47.3592182,1.7434925,Personal Recollections of Joan of Arc
152,Loire,45.7538536,4.0454737,Personal Recollections of Joan of Arc
153,Jargeau,47.8649447,2.1242805,Personal Recollections of Joan of Arc
154,Etampes,48.4344621,2.1614464,Personal Recollections of Joan of Arc
155,Janville,49.1635438,-0.1615815,Personal Recollections of Joan of Arc
156,Dinant,50.2591813,4.9130588,Personal Recollections of Joan of Arc
157,HARTFORD,41.764582,-72.6908547,The Adventures of Tom Sawyer
158,St. Petersburg,59.938732,30.316229,The Adventures of Tom Sawyer
159,England,52.5310214,-1.2649062,The Adventures of Tom Sawyer
160,Constantinople,41.006381,28.9758715,The Adventures of Tom Sawyer
161,America,39.7837304,-100.445882,The Adventures of Tom Sawyer
162,the United States,47.8291375,-122.5970742,The Adventures of Tom Sawyer
163,Rubbage,50.9029697,-1.5524802,The Adventures of Tom Sawyer
164,Coonville,39.3984029,-82.3393186,The Adventures of Tom Sawyer
165,Guisborne,36.6930692,-76.2575166,The Adventures of Tom Sawyer
166,Nottingham,52.9534193,-1.1496461,The Adventures of Tom Sawyer
167,Sherwood Forest,53.2078695,-1.0824054,The Adventures of Tom Sawyer
168,Hellum,53.2386461,6.8384474,The Adventures of Tom Sawyer
169,Port,46.1635975,5.5710285,The Adventures of Tom Sawyer
170,Glory,31.3679749,-83.1434854,The Adventures of Tom Sawyer
171,ALABAMA,33.2588817,-86.8295337,The Adventures of Tom Sawyer
172,Coosa,32.9181762,-86.2327497,The Adventures of Tom Sawyer
173,St. Louis,38.6280278,-90.1910154,The Adventures of Tom Sawyer
174,Europe,51.0,10.0,The Adventures of Tom Sawyer
175,Texas,31.2638905,-98.5456116,The Adventures of Tom Sawyer
176,Troy,42.7284117,-73.6917878,The Adventures of Tom Sawyer
177,Rome,41.8933203,12.4829321,The Adventures of Tom Sawyer
178,Lexington,38.0464066,-84.4970393,The Adventures of Tom Sawyer
179,Eschol,-32.3488889,148.6544444,The_American_Claimant_NER
180,Hartford,41.764582,-72.6908547,The_American_Claimant_NER
181,Rossmore,37.804877,-81.9924816,The_American_Claimant_NER
182,London,51.5074456,-0.1277653,The_American_Claimant_NER
183,Falaise,48.8964741,-0.1999129,The_American_Claimant_NER
184,Warwickshire,52.3213064,-1.5536906,The_American_Claimant_NER
185,America,39.7837304,-100.445882,The_American_Claimant_NER
186,Virginia,37.1232245,-78.4927721,The_American_Claimant_NER
187,England,52.5310214,-1.2649062,The_American_Claimant_NER
188,Maryland,39.5162401,-76.9382069,The_American_Claimant_NER
189,WASHINGTON,38.8950368,-77.0365427,The_American_Claimant_NER
190,Duffy,-35.3345516,149.0318996,The_American_Claimant_NER
191,SIBERIA,45.1685441,8.0902162,The_American_Claimant_NER
192,Libertyorloffskoizalinski,,,The_American_Claimant_NER
193,Hawkeye,42.9385533,-91.9509636,The_American_Claimant_NER
194,St. James,51.5069112,-0.1331561,The_American_Claimant_NER
195,Paris,48.8534951,2.3483915,The_American_Claimant_NER
196,China,35.000074,104.999927,The_American_Claimant_NER
197,Japan,36.5748441,139.2394179,The_American_Claimant_NER
198,the United States of America,47.8291375,-122.5970742,The_American_Claimant_NER
199,Russia,64.6863136,97.7453061,The_American_Claimant_NER
200,Cherokee Strip,35.4671811,-119.2606647,The_American_Claimant_NER
201,Sheridan,39.3530598,-100.457645,The_American_Claimant_NER
202,Stratford - on - Avon,52.1927803,-1.70634,The_American_Claimant_NER
203,New York,40.7127281,-74.0060152,The_American_Claimant_NER
204,Europe,51.0,10.0,The_American_Claimant_NER
205,Tahlequah,35.91537,-94.969956,The_American_Claimant_NER
206,Baltimore,39.2908816,-76.610759,The_American_Claimant_NER
207,Duffy â€™s Corners,,,The_American_Claimant_NER
208,Arkansas,35.2048883,-92.4479108,The_American_Claimant_NER
209,St. Louis,38.6280278,-90.1910154,The_American_Claimant_NER
210,Great Britain,54.3151594,-1.9181532,The_American_Claimant_NER
211,Buccleugh,-43.6883245,171.4448047,The_American_Claimant_NER
212,Grafton,43.9702453,-71.8742626,The_American_Claimant_NER
213,Liverpool,53.4071991,-2.99168,The_American_Claimant_NER
214,the District of Columbia,38.8950368,-77.0365427,The_American_Claimant_NER
215,Columbia,4.099917,-72.9088133,The_American_Claimant_NER
216,San Francisco,37.7792588,-122.4193286,The_American_Claimant_NER
217,Christendom,52.2596702,-7.0985056,The_American_Claimant_NER
218,Princeton,40.3496953,-74.6597376,The_American_Claimant_NER
219,Vesuvius,40.8213963,14.4261967,The_American_Claimant_NER
220,Rome,41.8933203,12.4829321,The_American_Claimant_NER
221,Golconda,37.3672744,-88.4864316,The_American_Claimant_NER
222,Sewer,-5.931667,134.682778,The_American_Claimant_NER
223,Land,60.2340258,9.8743057,The_American_Claimant_NER
224,Gibraltar,36.1285933,-5.3474761,The_American_Claimant_NER
225,Sheol,51.3844202,-116.222004,The_American_Claimant_NER
226,York,53.9656579,-1.0743052,The_American_Claimant_NER
227,Lancaster,40.0379958,-76.3056707,The_American_Claimant_NER
228,Siloam,33.5367968,-83.0809864,The_American_Claimant_NER
229,Snodgrass,36.7251134,-81.8320673,The_American_Claimant_NER
230,Zylobalsamum,,,The_American_Claimant_NER
231,Greenland,77.6192349,-42.8125967,The_American_Claimant_NER
232,Iceland,64.9841821,-18.1059013,The_American_Claimant_NER
233,Kerak - Moab_.â€â€”_Clinton Scollard,,,The_American_Claimant_NER
234,Gettysburg,39.8308973,-77.231012,The_American_Claimant_NER
235,Bindarra,-46.0776875,169.3452712,The_American_Claimant_NER
236,Obedstown,,,The Gilded Age
237,East Tennessee,35.7995377,-84.1051993,The Gilded Age
238,United States,39.7837304,-100.445882,The Gilded Age
239,Shelby,31.7716364,-94.1301652,The Gilded Age
240,Mozouri,,,The Gilded Age
241,Kaintuck,46.0472488,-80.8025475,The Gilded Age
242,Turpentine,-45.4920311,167.1948158,The Gilded Age
243,Missouri,38.7604815,-92.5617875,The Gilded Age
244,New Orleans,29.9559145,-90.0730259,The Gilded Age
245,the Eastern States,,,The Gilded Age
246,Virginia,37.1232245,-78.4927721,The Gilded Age
247,Kentucky,37.5726028,-85.1551411,The Gilded Age
248,Delaware,38.6920451,-75.4013315,The Gilded Age
249,Tennessee,35.7730076,-86.2820081,The Gilded Age
250,Alabama,33.2588817,-86.8295337,The Gilded Age
251,Cincinnati,39.1014537,-84.5124602,The Gilded Age
252,his Itinerary of Spain and Portugal,,,The Gilded Age
253,Spain,39.3260685,-4.8379791,The Gilded Age
254,Portugal,39.6621648,-8.1353519,The Gilded Age
255,Napoleon,41.3922726,-84.1252243,The Gilded Age
256,Cairo,30.0443879,31.2357257,The Gilded Age
257,Hastings,50.8550976,0.5821779,The Gilded Age
258,St. Louis,38.6280278,-90.1910154,The Gilded Age
259,Memphis,35.1460249,-90.0517638,The Gilded Age
260,Cuba,23.0131338,-80.8328748,The Gilded Age
261,the Atlantic States,,,The Gilded Age
262,Tennessee Land,9.9439185,123.3809804,The Gilded Age
263,Washington,38.8950368,-77.0365427,The Gilded Age
264,Philadelphia,39.9527237,-75.1635262,The Gilded Age
265,Hawkeye,42.9385533,-91.9509636,The Gilded Age
266,Swansea,51.6195955,-3.9459248,The Gilded Age
267,Via,42.4885816,2.0405929,The Gilded Age
268,Pecunia,-17.731016,-48.1879852,The Gilded Age
269,Christendom,52.2596702,-7.0985056,The Gilded Age
270,London,51.5074456,-0.1277653,The Gilded Age
271,Paris,48.8534951,2.3483915,The Gilded Age
272,France,46.603354,1.8883335,The Gilded Age
273,Ohio,40.2253569,-82.6881395,The Gilded Age
274,Indiana,40.3270127,-86.1746933,The Gilded Age
275,Illinois,40.0796606,-89.4337288,The Gilded Age
276,Iowa,41.9216734,-93.3122705,The Gilded Age
277,Arkansas,35.2048883,-92.4479108,The Gilded Age
278,America,39.7837304,-100.445882,The Gilded Age
279,Constantinople,41.006381,28.9758715,The Gilded Age
280,Ispahan,32.6707877,51.6650002,The Gilded Age
281,Bagdad,33.3061701,44.3872213,The Gilded Age
282,Damascus,39.2884381,-77.2038717,The Gilded Age
283,Jerusalem,31.7788472,35.2257856,The Gilded Age
284,Yedo,9.48333,37.93333,The Gilded Age
285,Peking,40.190632,116.412144,The Gilded Age
286,Bangkok,13.7524938,100.4935089,The Gilded Age
287,Delhi,28.6328027,77.2197713,The Gilded Age
288,Bombay,19.054999,72.8692035,The Gilded Age
289,Calcutta,22.5726459,88.3638953,The Gilded Age
290,St Louis,38.6280278,-90.1910154,The Gilded Age
291,BRIERLY,45.608147,-62.0672493,The Gilded Age
292,CHILE,-31.7613365,-71.3187697,The Gilded Age
293,L.,50.9358672,22.8307732,The Gilded Age
294,New York,40.7127281,-74.0060152,The Gilded Age
295,Boston,42.3554334,-71.060511,The Gilded Age
296,Baltimore,39.2908816,-76.610759,The Gilded Age
297,Lafayette,30.2262187,-92.0178202,The Gilded Age
298,New Jersey,40.0757384,-74.4041622,The Gilded Age
299,Broadway,40.8076454,-73.9640474,The Gilded Age
300,Yale,41.2571306,-72.9896696,The Gilded Age
301,Montreal,45.5031824,-73.5698065,The Gilded Age
302,Liverpool,53.4071991,-2.99168,The Gilded Age
303,Panama,8.559559,-81.1308434,The Gilded Age
304,Peoria,40.6938609,-89.5891008,The Gilded Age
305,St. Jo,33.6948279,-97.5225245,The Gilded Age
306,India,22.3511148,78.6677428,The Gilded Age
307,Cathay,47.5536134,-99.4089952,The Gilded Age
308,Jersey City,40.7215682,-74.047455,The Gilded Age
309,Portland,45.5202471,-122.674194,The Gilded Age
310,Chicago,41.8755616,-87.6244212,The Gilded Age
311,Alton,38.8908583,-90.1843091,The Gilded Age
312,Camden,39.9448402,-75.1198911,The Gilded Age
313,Amboy,43.887871,-94.1585259,The Gilded Age
314,Naples,40.8358846,14.2487679,The Gilded Age
315,Greece,38.9953683,21.9877132,The Gilded Age
316,Philadelphian,39.9665585,-75.177895,The Gilded Age
317,Germantown,39.1712341,-77.2655648,The Gilded Age
318,Tunkhannock,41.5385159,-75.946844,The Gilded Age
319,Harrisburg,40.2663107,-76.8861122,The Gilded Age
320,Magnolia,30.2095594,-95.7507897,The Gilded Age
321,Louis,0.4105973,9.4328279,The Gilded Age
322,Massachusetts,42.3788774,-72.032366,The Gilded Age
323,Stone 's Landing,,,The Gilded Age
324,Goose Run,40.5410456,-80.6366493,The Gilded Age
325,Columbus,39.9622601,-83.0007065,The Gilded Age
326,Unionist,51.5132356,-0.3109043,The Gilded Age
327,Confederate,36.9919966,-87.9975209,The Gilded Age
328,Murpheysburg,,,The Gilded Age
329,Harding,45.5509163,-103.4791412,The Gilded Age
330,Fallkill,41.7017452,-73.9161994,The Gilded Age
331,REALITY,37.7517141,-122.42028,The Gilded Age
332,HERE,51.5030443,-0.0015493,The Gilded Age
333,THE BONFIRE,44.6510236,-63.5926956,The Gilded Age
334,Stone,36.7377156,-93.4555059,The Gilded Age
335,Jefferson City,38.577359,-92.1724265,The Gilded Age
336,Landing,40.9088675,-74.6571746,The Gilded Age
337,Delft Haven,51.9989024,4.3669266,The Gilded Age
338,Massachusetts Bay,42.3750987,-70.7494879,The Gilded Age
339,Cambridge,52.2055314,0.1186637,The Gilded Age
340,New England,44.2057083,-70.7537839,The Gilded Age
341,Lower California,46.8655086,-67.762917,The Gilded Age
342,Arizona,34.395342,-111.763275,The Gilded Age
343,Territories,-51.7157776,-59.5153027,The Gilded Age
344,Columbus River Slack - water,,,The Gilded Age
345,East,12.255555,1.0095764,The Gilded Age
346,Slouchburg,,,The Gilded Age
347,Doodleville,31.4725146,-84.9975919,The Gilded Age
348,Belshazzar,14.6231581,121.1220543,The Gilded Age
349,Babylon,49.3975285,12.8617005,The Gilded Age
350,Columbia,4.099917,-72.9088133,The Gilded Age
351,Hallelujah,44.4089529,-107.1692706,The Gilded Age
352,Corruptionville,,,The Gilded Age
353,Catfish,41.0066176,-79.5863051,The Gilded Age
354,Hail,26.9920987,41.4892578,The Gilded Age
355,Hark,59.385532,24.5826355,The Gilded Age
356,Halifax,44.648618,-63.5859487,The Gilded Age
357,Hawkeye'll,42.9385533,-91.9509636,The Gilded Age
358,Central Africa,-25.3579401,-57.5835295,The Gilded Age
359,BALAAM,52.4050256,-2.0198711,The Gilded Age
360,Ilium,37.9297158,-107.8978431,The Gilded Age
361,Pennsylvania,40.9699889,-77.7278831,The Gilded Age
362,H----,50.6080651,9.0284647,The Gilded Age
363,Shanghai,31.2312707,121.4700152,The Gilded Age
364,Bascom,30.927965,-85.1185405,The Gilded Age
365,Queens,40.7135078,-73.8283132,The Gilded Age
366,Injun,45.0446871,-88.5293052,The Gilded Age
367,Dilworthy,,,The Gilded Age
368,New Hampshire,43.4849133,-71.6553992,The Gilded Age
369,Newport,41.4899827,-71.3137707,The Gilded Age
370,Cape,16.0000552,-24.0083947,The Gilded Age
371,Cork,51.8985136,-8.4726423,The Gilded Age
372,Sing - Sing,41.1517342,-73.8671266,The Gilded Age
373,Europe,51.0,10.0,The Gilded Age
374,Florida,27.7567667,-81.4639835,The Gilded Age
375,St. Augustine,40.7183728,-90.4109616,The Gilded Age
376,Richmond,37.5385087,-77.43428,The Gilded Age
377,Buckstone,55.9073678,-3.2029525,The Gilded Age
378,China,35.000074,104.999927,The Gilded Age
379,Austria,47.59397,14.12456,The Gilded Age
380,England,52.5310214,-1.2649062,The Gilded Age
381,Laura,43.541256,10.52721,The Gilded Age
382,New England City,52.5934191,-0.2491985,The Gilded Age
383,Santo Domingo,18.4713858,-69.8918436,The Gilded Age
384,Louisiana,30.8703881,-92.007126,The Gilded Age
385,Georgetown:--,6.8137426,-58.1624465,The Gilded Age
386,Georgetown,6.8137426,-58.1624465,The Gilded Age
387,New York Tribune,40.7012503,-73.6896172,The Gilded Age
388,Zurich,47.3744489,8.5410422,The Gilded Age
389,Switzerland,46.7985624,8.2319736,The Gilded Age
390,Selby,53.785097,-1.0990407,The Gilded Age
391,Sheba,31.2457442,34.7925181,The Gilded Age
392,Congress'--that,44.9313556,-93.0733954,The Gilded Age
393,Freiburg,47.9960901,7.8494005,The Gilded Age
394,Creuzot,47.1516051,3.9249022,The Gilded Age
395,Hong Kong,22.350627,114.1849161,The Gilded Age
396,Arlington,32.7355816,-97.1071186,The Gilded Age
397,Providence,41.8239891,-71.4128343,The Gilded Age
398,Wilmington,39.7459468,-75.546589,The Gilded Age
399,Jersey,49.2214561,-2.1358386,The Gilded Age
400,Elizabeth,40.6639916,-74.2107006,The Gilded Age
401,Princeton,40.3496953,-74.6597376,The Gilded Age
402,Newark,40.735657,-74.1723667,The Gilded Age
403,Newarks,51.7746789,0.3786416,The Gilded Age
404,Scotia,56.7861112,-4.1140518,The Gilded Age
405,Berlin,52.5173885,13.3951309,The Gilded Age
406,Corinth,34.9343599,-88.5223353,The Gilded Age
407,Mobile,30.6913462,-88.0437509,The Gilded Age
408,San Francisco,37.7792588,-122.4193286,The Gilded Age
409,November,50.8766916,7.1559314,The Gilded Age
410,Heaven,51.507865,-0.1245597,The Gilded Age
411,Cattleville,,,The Gilded Age
412,West,18.7668687,-72.4387315,The Gilded Age
413,Mississippi,32.9715285,-89.7348497,The Gilded Age
414,#¿NOMBRE?,9.5821089,-79.4688881,The Gilded Age
415,Melbourne,-37.8142454,144.9631732,The Gilded Age
416,Australia,-24.7761086,134.755,The Gilded Age
417,the States,39.7837304,-100.445882,The Gilded Age
418,Salt Lake,40.6632297,-111.9103124,The Gilded Age
419,Jefferson,29.834772,-94.1704496,The Gilded Age
420,Lancaster,40.0379958,-76.3056707,The Gilded Age
421,Heliogabalus,,,The Gilded Age
422,Chester,53.1908873,-2.8908955,The Gilded Age
423,Austria,47.59397,14.12456,The Mysterious Stranger
424,Eseldorf,,,The Mysterious Stranger
425,Vienna,48.2083537,16.3725042,The Mysterious Stranger
426,Providence,41.8239891,-71.4128343,The Mysterious Stranger
427,China,35.000074,104.999927,The Mysterious Stranger
428,America,39.7837304,-100.445882,The Mysterious Stranger
429,Germany,51.1638175,10.4478313,The Mysterious Stranger
430,Sodom,37.916493,-81.8331758,The Mysterious Stranger
431,Europe,51.0,10.0,The Mysterious Stranger
432,India,22.3511148,78.6677428,The Mysterious Stranger
433,Ceylon,43.5335672,-94.6316462,The Mysterious Stranger
434,Portugal,39.6621648,-8.1353519,The Mysterious Stranger
435,Bombay,19.054999,72.8692035,The Mysterious Stranger
436,New York,40.7127281,-74.0060152,The Mysterious Stranger
437,London,51.5074456,-0.1277653,The Prince and the Pauper
438,England,52.5310214,-1.2649062,The Prince and the Pauper
439,Wales,52.2928116,-3.73893,The Prince and the Pauper
440,Cheapside,51.5138049,-0.0921771,The Prince and the Pauper
441,Smithfield,35.5111996,-78.346102,The Prince and the Pauper
442,Charing Village,51.2114244,0.794972,The Prince and the Pauper
443,Westminster,51.5004439,-0.1265398,The Prince and the Pauper
444,Poverty,37.5708791,-87.321111,The Prince and the Pauper
445,Norfolk,52.666667,1.0,The Prince and the Pauper
446,Berkeley,37.8708393,-122.272863,The Prince and the Pauper
447,Holland,52.2434979,5.6343227,The Prince and the Pauper
448,Somerset,51.1617509,-3.0753867,The Prince and the Pauper
449,London Bridge,51.508049,-0.0876715,The Prince and the Pauper
450,Southwark,51.5061349,-0.1011379,The Prince and the Pauper
451,Bucklersbury,51.5129284,-0.0902888,The Prince and the Pauper
452,Russia,64.6863136,97.7453061,The Prince and the Pauper
453,Prussia,41.3738765,-94.506357,The Prince and the Pauper
454,Kent,51.2070749,0.7210362,The Prince and the Pauper
455,France,46.603354,1.8883335,The Prince and the Pauper
456,Windsor Forest,31.9766006,-81.1323332,The Prince and the Pauper
457,Canterbury,51.2800275,1.0802533,The Prince and the Pauper
458,Lancaster,40.0379958,-76.3056707,The Prince and the Pauper
459,Durham--,54.666667,-1.75,The Prince and the Pauper
460,Billingsgate--,51.5093795,-0.0831144,The Prince and the Pauper
461,Marlow,54.1556493,12.5725117,The Prince and the Pauper
462,Hertford,36.3560545,-77.0115135,The Prince and the Pauper
463,Germany,51.1638175,10.4478313,The Prince and the Pauper
464,Islington,51.5384287,-0.0999051,The Prince and the Pauper
465,Hendon,51.5897175,-0.2216026,The Prince and the Pauper
466,Rome,41.8933203,12.4829321,The Prince and the Pauper
467,Heaven,51.507865,-0.1245597,The Prince and the Pauper
468,Europe,51.0,10.0,The Prince and the Pauper
